name,url,rss,api,country,state,city,coverage,category,industry,source_type,signals,language,free,notes,feed_checked,feed_kind,feed_role
Rappler,https://www.rappler.com,https://www.rappler.com/feed/,,Philippines,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Digital publisher",2026-07-29 200 ok,rss,direct
Bankier.pl,https://www.bankier.pl,https://www.bankier.pl/rss/wiadomosci.xml,,Poland,,Warsaw,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,Polish,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
ITwiz,https://itwiz.pl,https://itwiz.pl/feed/,,Poland,,Warsaw,National,Trade Publication,Technology,Trade Publication,Funding; Executive Hire; Company Expansion; Hiring,Polish,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
MamStartup,https://mamstartup.pl,https://mamstartup.pl/feed/,,Poland,,Warsaw,National,Startup Ecosystem,Technology,Startup Ecosystem,Funding; Executive Hire; Company Expansion,Polish,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
Puls Biznesu,https://www.pb.pl,https://www.pb.pl/rss/najnowsze.xml,,Poland,,Warsaw,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,Polish,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
ECO,https://eco.sapo.pt,https://eco.sapo.pt/feed/,,Portugal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the europe region audit, 2026-07-29. Business/economy daily.",2026-07-29 200 ok,rss,direct
Jornal de Negocios,https://www.jornaldenegocios.pt,https://www.jornaldenegocios.pt/rss,,Portugal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the europe region audit, 2026-07-29. Business daily.",2026-07-29 200 ok,rss,direct
Observador,https://observador.pt,https://observador.pt/feed/,,Portugal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the europe region audit, 2026-07-29. National daily.",2026-07-29 200 ok,rss,direct
SAPO TEK,https://tek.sapo.pt,https://tek.sapo.pt/rss,,Portugal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the europe region audit, 2026-07-29. Tech news; redirects to /feed/.",2026-07-29 200 ok,rss,direct
Startup Portugal,https://startupportugal.com,https://startupportugal.com/feed/,,Portugal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the europe region audit, 2026-07-29. National startup agency; low volume but primary-source announcements.",2026-07-29 200 ok,rss,direct
El Nuevo Dia,https://www.elnuevodia.com,https://www.elnuevodia.com/arc/outboundfeeds/rss/?outputType=xml,,Puerto Rico,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. arc feed live; note the site itself is paywalled - store headline + link only",2026-07-29 200 ok,rss,direct
El Vocero,https://www.elvocero.com,https://www.elvocero.com/search/?f=rss&t=article&c=economia&l=50,,Puerto Rico,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. TownNews-style search feed scoped to economia IMPORTANT: this host content-negotiates - send Accept: application/rss+xml or it returns HTML.",2026-07-29 200 ok,rss,direct
Metro Puerto Rico,https://www.metro.pr,https://www.metro.pr/arc/outboundfeeds/rss/,,Puerto Rico,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
News is My Business,https://newsismybusiness.com,https://newsismybusiness.com/?feed=rss2,,Puerto Rico,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Primera Hora,https://www.primerahora.com,https://www.primerahora.com/arc/outboundfeeds/rss/?outputType=xml,,Puerto Rico,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Al Jazeera,https://www.aljazeera.com,,,Qatar,,,Global,Global News,Multi-industry,News Organization,Companies; Funding; Hiring; Partnership; Economic Development,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
Doha News,https://dohanews.co,https://dohanews.co/feed/,,Qatar,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Only Qatari publisher found serving a working feed.",2026-07-29 200 ok,rss,direct
Gulf Times,https://www.gulf-times.com,,,Qatar,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. NO FEED. /rss and /rss/feed return HTML. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
Qatar Tribune,https://www.qatar-tribune.com,,,Qatar,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. NO FEED. /feed/ 404s. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
The Peninsula,https://thepeninsulaqatar.com,,,Qatar,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. NO FEED. Every feed path returns HTTP 200 HTML (or an empty body for /rss/all.xml) - the exact trap that makes a source look wired. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
Economedia,https://economedia.ro,https://economedia.ro/feed/,,Romania,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Romanian,Free,"Verified by the europe region audit, 2026-07-29. Economy/business.",2026-07-29 200 ok,rss,direct
Profit.ro,https://www.profit.ro,https://www.profit.ro/rss,,Romania,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Romanian,Free,"Verified by the europe region audit, 2026-07-29. Business news.",2026-07-29 200 ok,rss,direct
start-up.ro,https://start-up.ro,https://start-up.ro/feed/,,Romania,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Romanian,Free,"Verified by the europe region audit, 2026-07-29. Startup/funding.",2026-07-29 200 ok,rss,direct
Ziarul Financiar,https://www.zf.ro,https://www.zf.ro/rss,,Romania,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Romanian,Free,"Verified by the europe region audit, 2026-07-29. Business daily.",2026-07-29 200 ok,rss,direct
IGIHE,https://en.igihe.com,,,Rwanda,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English/Kinyarwanda,Free,"Verified by the mea region audit, 2026-07-29. BLOCKED. All paths 403 even with browser headers. Feed not wired: not live (403, 0 items) ().","2026-07-29 not live (403, 0 items)",,direct
KT Press,https://www.ktpress.rw,https://www.ktpress.rw/feed/,,Rwanda,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Atom twin at /feed/atom/.",2026-07-29 200 ok,rss,direct
The New Times,https://www.newtimes.co.rw,,,Rwanda,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. NO FEED. /rss returns HTML, /rss.xml 404s. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
SKN Vibes,https://www.sknvibes.com,,,Saint Kitts and Nevis,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. /rss/news.xml 404; needs HTML parsing [tried: https://www.sknvibes.com/rss/news.xml] Feed not wired: not live (404, 0 items) ().","2026-07-29 not live (404, 0 items)",,direct
St Lucia Times,https://stluciatimes.com,https://stluciatimes.com/feed/,,Saint Lucia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
iWitness News,https://www.iwnsvg.com,https://www.iwnsvg.com/feed/,,Saint Vincent and the Grenadines,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Arab News,https://www.arabnews.com,https://www.arabnews.com/rss.xml,,Saudi Arabia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Feed only returns 200 with browser-shaped headers (a bare Accept: application/rss+xml gets 403). SLOW-MOVING: newest item lags the site by weeks, so pair with AGBI/Leaders MENA for Saudi coverage.",2026-07-29 200 ok,rss,direct
Argaam,https://www.argaam.com/en,,,Saudi Arabia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English/Arabic,Free,"Verified by the mea region audit, 2026-07-29. NO FEED. Saudi listed-company news desk (a real publisher, not an aggregator). Every feed path returns the SPA shell. High-value target for HTML parsing. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
Leaders MENA,https://www.leaders-mena.com,,,Saudi Arabia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Saudi-focused English business/tech title; current. Feed not wired: robots.txt disallows this path (https://www.leaders-mena.com/feed/).",2026-07-29 robots.txt disallows this path,,direct
Saudi Gazette,https://saudigazette.com.sa,,,Saudi Arabia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. NO FEED. /rss and /rss/all.xml return HTML or zero items; /feed 404s. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
Saudi Press Agency (SPA),https://www.spa.gov.sa,,,Saudi Arabia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Arabic/English,Free,"Verified by the mea region audit, 2026-07-29. NO USABLE FEED. /rss.xml and /rss/en return 200 with zero items. State agency; HTML parsing needed. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
Agence de Presse Senegalaise (APS),https://aps.sn,https://aps.sn/feed/,,Senegal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the mea region audit, 2026-07-29. State news agency. Low cadence.",2026-07-29 200 ok,rss,direct
Le Soleil,https://lesoleil.sn,https://lesoleil.sn/feed/,,Senegal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the mea region audit, 2026-07-29. National daily; 24 items.",2026-07-29 200 ok,rss,direct
Seneweb,https://www.seneweb.com,https://www.seneweb.com/feed,,Senegal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the mea region audit, 2026-07-29. Largest Senegalese portal with its own newsroom; 50 items.",2026-07-29 200 ok,rss,direct
SocialNetLink,https://www.socialnetlink.org,https://www.socialnetlink.org/feed/,,Senegal,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the mea region audit, 2026-07-29. Senegal's dedicated tech/digital-economy desk - the closest thing to a national tech press feed here.",2026-07-29 200 ok,rss,direct
Biznis.rs,https://biznis.rs,https://biznis.rs/feed/,,Serbia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Serbian,Free,"Verified by the europe region audit, 2026-07-29. Business; high signal.",2026-07-29 200 ok,rss,direct
Blic,https://www.blic.rs,https://www.blic.rs/rss/danasnje-vesti,,Serbia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Serbian,Free,"Verified by the europe region audit, 2026-07-29. Largest national daily.",2026-07-29 200 ok,rss,direct
